year,month,day,creators,cityFrom,coordinatesFrom,regionFrom,coutryFrom,addressees,cityTo,coordinatesTo,regionTo,countryTo,problems
1647,12,18,"Wolzogen, Johann from Missingdorf",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"Komenský, Jan Amos",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,
1656,5,5,"Komenský, Jan Amos and Brethren",Silesia,"51.0, 18.0",Poland,,"Figulus, Petr",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1656,5,22,"Komenský, Jan Amos and Brethren",Silesia,"51.0, 18.0",Poland,,"Figulus, Petr",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1632,11,3,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hünefeld, Andreas",Gdańsk,"54.35205, 18.64637",Royal Prussia,Poland,
1632,11,3,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Hünefeld, Andreas",Gdańsk,"54.35205, 18.64637",Royal Prussia,Poland,
1632,11,3,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Royal Prussia,Poland,
1633,1,28,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Royal Prussia,Poland,
1639,3,22,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Opitz, Martin",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1639,5,3,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Stolz von Stolzenberg, Daniel",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1639,6,26,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Opitz, Martin",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1649,11,2,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Andreae, Ernst ~ Andreae, Tobias",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1650,6,26,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Reformed Church in Gdańsk (fl. 1650),Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1650,6,26,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Cölmer, Clement (fl. 1650) ~ Reformed Church in Gdańsk (fl. 1650)",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1650,8,8,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Linde, Adrian von der",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1655,4,15,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Figulus, Petr",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1655,12,15,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Figulus, Petr",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1656,1,8,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Figulus, Petr",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1656,4,7,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Figulus, Petr",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1656,12,6,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,,Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1643,6,2,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Ernst",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1643,10,15,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Ernst",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1644,3,17,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Andreae, Ernst",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1645,2,8,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1647,6,20,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1647,7,25,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1647,9,18,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1647,9,26,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1648,4,16,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Mochinger, Johann",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1648,6,26,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Hevelius, Johannes",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,
1629,9,24,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,Reformed seniors and superintendents of Lithuania (fl. 1629),Vilnius,"54.68916, 25.2798",Vilnius County,Lithuania,
1640,10,25,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Laurentius, Johannes (fl. 1629-40)",Vilnius,"54.68916, 25.2798",Vilnius County,Lithuania,
1663,1,9,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Scotland, bishops of",Edinburgh,"55.95206, -3.19648",City of Edinburgh,Scotland,
1641,11,15,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1648,10,11,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1649,5,30,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1650,1,18,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1642,11,28,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1643,9,28,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1643,10,8,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1643,11,17,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf ~ de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1645,6,15,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1645,10,12,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1646,2,27,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1647,3,14,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1647,6,18,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1647,11,18,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1643,4,21,"Komenský, Jan Amos and Brethren",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1643,6,28,"Komenský, Jan Amos and Brethren",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1642,9,18,"Raue, Johann",Söro,"55.43184, 11.55547",Zealand,Denmark,"Komenský, Jan Amos",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1642,10,13,"Komenský, Jan Amos and Brethren",Barösund,"58.18333, 16.89972",Östergötland,Sweden,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1642,9,16,"Komenský, Jan Amos and Brethren",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"de Geer, Louis",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,
1642,8,29,"Rossignol, Antoine",Paris,"48.85341, 2.3488",Île-de-France,France,"Komenský, Jan Amos",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1641,12,19,"Komenský, Jan Amos and Brethren",London,"51.50853, -0.12574",England,,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1648,10,11,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Oxenstierna, Axel (Count)",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1649,5,29,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1649,11,1,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Oxenstierna, Axel (Count)",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1649,11,17,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1643,7,5,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Figulus, Petr",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1643,7,16,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Figulus, Petr",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1643,10,8,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1644,11,26,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1644,11,29,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1644,12,1,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1645,4,18,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1645,5,25,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1646,11,29,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1643,6,29,"Komenský, Jan Amos and Brethren",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Oxenstierna, Axel (Count)",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1642,8,19,"Komenský, Jan Amos and Brethren",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"de Geer, Louis",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1642,9,22,"Komenský, Jan Amos and Brethren",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Skytte, Johan",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,
1642,9,21,"Komenský, Jan Amos and Brethren",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Freinshem, Johann",Uppsala,"59.8585, 17.64543",Uppsala County,Sweden,
1648,10,11,"Komenský, Jan Amos and Brethren",Leszno,"51.84034, 16.57494",Greater Poland Voivodeship,Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",Sweden,Sweden,
1642,10,21,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",Sweden,Sweden,
1642,11,28,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",Sweden,Sweden,
1642,12,26,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",Sweden,Sweden,
1644,11,28,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",Sweden,Sweden,
1645,10,12,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",Sweden,Sweden,
1646,12,20,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"Wolzogen, Johann from Missingdorf",Sweden,"62.0, 15.0",Sweden,Sweden,
1647,4,11,"Komenský, Jan Amos and Brethren",Elbing,"54.1560613, 19.4044897",Warmian-Masurian Voivodeship,(Royal Prussia) Poland,"de Geer, Louis",Sweden,"62.0, 15.0",Sweden,Sweden,
1643,6,30,"Komenský, Jan Amos and Brethren",Gdańsk,"54.35205, 18.64637",Pomeranian Voivodeship,(Royal Prussia) Poland,"Matthiae, Johannes",Sweden,"62.0, 15.0",Sweden,Sweden,
1642,9,10,"Komenský, Jan Amos and Brethren",Norrköping,"58.59419, 16.1826",Östergötland,Sweden,"Matthiae, Johannes",Sweden,"62.0, 15.0",Sweden,Sweden,
1642,8,29,"Komenský, Jan Amos and Brethren",Finspång,"58.70578, 15.76739",Östergötland,Sweden,"Matthiae, Johannes",Sweden,"62.0, 15.0",Sweden,Sweden,
1642,9,16,"Komenský, Jan Amos and Brethren",Stockholm,"59.33258, 18.0649",Stockholm Municipality,Sweden,"Loccenius, Johann",Sweden,"62.0, 15.0",Sweden,Sweden,
1670,2,10,"Komenský, Jan Amos and Brethren",Amsterdam,"52.37403, 4.88969",North Holland,(United Provinces) Netherlands,"Brethren in Lednica, Púchov, and Skalica (fl. 1670)",Upper Hungary,,Upper Hungary,Hungary,
